NombreIniciativa,CantidadOrganizaciones,LineaFinanciamiento,ParticipacionCiudadana,TransparenciaRendicionCuentas,PeriodismoDatos,MapeoCiudadano,MonitoreoServiciosPublicos,UsoDatosAbiertos,OtraTematica,OrgNombreOrganizacion,OrgTipoOrganizacion,OrgPais,OrgCiudad,OrgWeb,OrgPrincipalAlinza,OrgDesarrolloPlataformasAplicativosTecnologicos,OrgVariosPaises,OrgSpinOffIncubacion,OrgParticipacionCiudadana,OrgTransparenciaRendicionCuentas,OrgParlamentoAbierto,OrgComprasPublicas,OrgPeriodismoDatos,OrgMapeoCiudadano,OrgMonitoreoServiciosPublicos,OrgOtraTematica,EscalamientoPlataformaExistente,AdaptacionPlataformaExistente,DesarrolloPlataformaNueva,Otros
"SAGUI: sistema de escucha, monitoreo y alerta sobre riesgos y impactos de grandes emprendimientos en los derechos de las comunidades locales",4,Iniciativas ya existentes,1,0,0,1,0,1,,ASSOCIAÇÃO FÓRUM SUAPE ESPAÇO SOCIOAMBIENTAL,Organización civil sin fines de lucro,Brasil,Recife,www.forumsuape.ning.com,No,No,No,No,1,0,0,0,0,0,0,,0,0,1,
"SAGUI: sistema de escucha, monitoreo y alerta sobre riesgos y impactos de grandes emprendimientos en los derechos de las comunidades locales",4,Iniciativas ya existentes,1,0,0,1,0,1,,FGV.CEAPG - Centro de Estudos em Administração Pública e Governo da Escola de Administração de Empresas da Fundação Getulio Vargas ,Universidad,Brasil,Sao Paulo,ttp://ceapg.fgv.br/,No,No,No,No,1,1,1,1,0,1,1,,0,0,1,
Projeto Felícia - Aplicativos catatudo,2,Iniciativas de tecnología con fines de lucro,1,0,0,1,0,1,"Economia Solidária, Comércio Justo, Inclusão Digital", PANAPANA INFORMACAO E EDUCACAO LTDA ­ ME ,Empresa privada (no incluye startup),Brasil,São Paulo,panapana.eco.br,Sí,No,No,No,1,0,0,0,0,0,0,"Organização de redes de cooperativas, e fomento ao comercio justo",0,1,1,"Tanto a plataforma  para informação dos preços e localização dos  compradores como o próprio aplicativo Catatudo,  deverão  utilizar tanto tecnologia de plataformas ja existentes, com funções novas, como, recurso de áudio e vídeo para agilizar a comunicação entre os catadores entre outros."
Projeto Felícia - Aplicativos catatudo,2,Iniciativas de tecnología con fines de lucro,1,0,0,1,0,1,,Areta Valente Guimarães MEI,Otro,Brasil,Tatuí,,No,No,No,No,1,0,0,0,0,0,0,,0,1,1,
¿Cómo viajamos? APP para realizar denuncias y reclamos en el uso del transporte público de pasajeros de la Región Metropolitana de Buenos Aires,2,Desarrollo de nuevas iniciativas,0,0,0,0,1,1,,"Fundación Laboratorio de Políticas Públicas, LPP",Organización civil sin fines de lucro,Argentina,Buenos Aires,www.lppargentina.org.ar,Sí,No,No,No,1,1,0,0,0,0,1,,0,0,1,
¿Cómo viajamos? APP para realizar denuncias y reclamos en el uso del transporte público de pasajeros de la Región Metropolitana de Buenos Aires,2,Desarrollo de nuevas iniciativas,0,0,0,0,1,1,,On The Move,Empresa privada (startup),Argentina,Buenos Aires,,No,Sí,No,No,1,0,0,0,0,0,0,,0,0,1,
Plataforma para el monitoreo de parámetros de salud y de actividad del adulto mayor,1,Desarrollo de nuevas iniciativas,0,0,0,1,0,1,,ATRELAR S.A. (DynamizeIT),Empresa privada (no incluye startup),Uruguay,Montevideo,www.dynamizeit.com,Sí,Sí,Si,No,1,0,0,0,0,1,0,,0,0,1,
Gasto Amigable Municipal,2,Desarrollo de nuevas iniciativas,0,1,0,0,1,1,,Observatorio del Gasto Fiscal - vía Fundación Contexto Ciudadano,Organización civil sin fines de lucro,Chile,Santiago,www.observatoriofiscal.cl,Sí,Sí,No,No,1,1,0,1,1,0,1,,0,0,1,
Gasto Amigable Municipal,2,Desarrollo de nuevas iniciativas,0,1,0,0,1,1,,"Universidad de Santiago de Chile, Facultad de Administración y Economía",Universidad,Chile,Santiago,http://www.fae.usach.cl/ ,No,No,No,No,0,1,0,1,0,0,1,,0,0,1,
Tem Açúcar? (Tienes Azúcar?),1,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,1,Colaboração e Sustentabilidade,Nome Fantasia: Tem Açúcar? (Nome Oficial: Carla Barbedo Zorzanelli 106090877-89 / CNPJ: 19.639.529/0001-88),Empresa privada (startup),Brasil,Rio de Janeiro,www.temacucar.com,Sí,Sí,Si,No,1,0,0,0,0,1,0,"Colaboração, Sustentabilidade, Consumo Consciente.",1,0,0,
Transparencia en Publicidad Oficial,1,Iniciativas ya existentes,1,1,1,0,0,1,,"Fundar, Centro de Análisis e Investigación",Organización civil sin fines de lucro,México,CDMX,fndar.org.mx,Sí,Sí,No,No,1,1,1,0,1,0,0,,0,1,0,
Veedor de Obras,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,"Veeduria Distrital de Bogotá, Veeduría Delegada para la Contratación",Ente gubernamental,Colombia,Bogota,http://veeduriadistrital.gov.co/,Sí,No,No,No,1,0,0,0,0,1,1,,0,0,1,"Seria una aplicación nueva, sin embargo ya existe una aplicación pública que monitorea las obras, pero solamente una parte de ellas. El desarrollo que proponemos seria para hacer seguimiento a todas las obras del distrito. En este sentido, podríamos aprovechar la información disponible de la otra entidad"
Buscándonos,2,Desarrollo de nuevas iniciativas,0,1,1,0,0,1,,"Este País, A.C.",Organización civil sin fines de lucro,México,México,http://archivo.estepais.com/site/category/archivo/,Sí,No,No,No,1,0,0,0,1,1,1,,0,0,1,
Buscándonos,2,Desarrollo de nuevas iniciativas,0,1,1,0,0,1,,Animal S. de R.L. de C.V,Otro,México,México,http://www.animalpolitico.com/,No,Sí,No,No,1,1,1,1,1,1,1,,0,0,1,
Mi voto vale,1,Iniciativas de tecnología con fines de lucro,1,1,0,0,0,0,,Nova Grupo de Consultoria SAS,Empresa privada (no incluye startup),Colombia,Bogotá,,Sí,Sí,No,No,1,0,0,0,0,0,0,,0,0,1,
Intercom,1,Iniciativas de tecnología con fines de lucro,1,1,0,0,1,0,,MGov Brasil,Empresa privada (startup),Brasil,Sao Paulo,http://www.mgovbrasil.com.br/,Sí,Sí,No,No,1,1,0,0,0,1,1,,1,0,1,
Tres Cocos: análisis digital del realismo mágico.,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Fundación Tres Cocos,Organización civil sin fines de lucro,Colombia,Sincelejo,www.lostrescocos.com ,Sí,Sí,No,No,1,1,0,0,0,1,1,,1,0,1,Ya existe una plataforma web que requiere un escalamiento y buscamos el desarrollo de una aplicación nueva. 
Plataforma Fazer Solidário: conectando práticas econômicas alternativas,1,Iniciativas ya existentes,1,0,0,1,0,1,Economia Solidária,Centro de Assessoria Multiprofissional - CAMP,Organización civil sin fines de lucro,Brasil,Porto Alegre,http://camp.org.br/ e http://fazersolidario.org.br/,Sí,Sí,No,No,1,0,0,0,0,1,0,Economia Solidária e Educação Popular,1,1,0,
Concejo Abierto,1,Iniciativas ya existentes,1,1,0,0,0,1,,Fundación de Ayuda por Internet (FUNDAPI),Organización civil sin fines de lucro,Ecuador,Guayaquil,www.fundapi.org,Sí,Sí,No,No,1,1,1,0,0,1,0,fortalecimiento de sociedad civil,1,0,0,
CRESTA APP,1,Desarrollo de nuevas iniciativas,1,0,1,1,0,1,,Asociación Chilena de Protección de la Familia - APROFA,Organización civil sin fines de lucro,Chile,Santiago,www.aprofa.cl,Sí,No,No,No,1,1,1,0,1,0,1,,0,0,1,
Thot Group,1,Iniciativas de tecnología con fines de lucro,0,0,0,1,1,1,,Thot Group,Empresa privada (startup),Colombia,Medellín,www.thotgroup.com,Sí,Sí,No,No,1,1,0,1,1,1,1,Datos abiertos- plataformas de prospectiva tecnológica- plataformas de scouting de innovación,0,0,1,
PLATAFORMA DE APERTURA DE GOBIERNOS,2,Iniciativas ya existentes,1,1,1,1,1,1,,Fundación Nuestra Mendoza,Organización civil sin fines de lucro,Argentina,Mendoza,www.nuestramendoza.org.ar,Sí,No,No,Si,1,1,0,0,0,0,1,Monitoreo de Compromisos de Gobierno y Monitoreo de Obra Pública,1,0,0,
PLATAFORMA DE APERTURA DE GOBIERNOS,2,Iniciativas ya existentes,1,1,1,1,1,1,,Silice,Empresa privada (startup),Argentina,Mendoza,www.silice.biz,No,Sí,Si,No,0,1,0,0,0,1,0,,1,0,0,
Calculadora de la desigualdad de género,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,Igualdad de género,"Wingu, Tecnologìa sin fines de lucro",Organización civil sin fines de lucro,Argentina,Buenos Aires,www.winguweb.org ,Sí,Sí,Si,No,1,1,1,1,1,1,1,,0,0,1,
Calculadora de la desigualdad de género,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,,Economía Feminista,Organización civil sin fines de lucro,Argentina,Buenos Aires,http://economiafeminita.com/,No,Sí,Si,No,1,0,0,0,1,0,0,,0,0,1,
Plataforma Brasil Compra & Cidadão Fiscaliza,4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Instituto ECOAR para a Cidadania,Organización civil sin fines de lucro,Brasil,São Paulo,www.ecoar.org.br,Sí,No,No,No,1,0,0,0,0,1,1,,1,1,1,"A parte inicial do desenvolvimento do projeto consiste na prospecção de possíveis ferramentas, preferencialmente livres (segundo a acepção da Free Software Foundation - http://www.fsf.org), que possam suprir as demandas de interfaceamento com o usuário (Front-End). 
Internamente (Back-End) desenvolver-se-á uma solução completa de obtenção de dados de licitações públicas, baseada no paradigma do LabCompras, ferramenta pública desenvolvida pelo LabProdam. Também será desenvolvida por inteiro a funcionalidade de cruzamento de licitações com possíveis interessados, e ainda uma aplicação para dispositivos móveis no sentido de facilitar o acompanhamento e notificação de eventos.
Para garantir a integração e reutilização da PBC&F, prevê-se a disponibilização e controle das funcionalidades da plataforma por meio de uma API.
"
Plataforma Brasil Compra & Cidadão Fiscaliza,4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,"ALAMPYME BR - Associação Latinoamericana de Micro, Pequenas e Médias Empresas Capítulo Brasil",Organización civil sin fines de lucro,Brasil,São Paulo,www.alampymebr.org.br,No,No,Si,No,1,0,1,1,0,1,0,"Mobilização de empreendedores,",1,1,1,
Plataforma Brasil Compra & Cidadão Fiscaliza,4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Faculdade Latino-Americana de Ciências Sociais (Flacso),Fundación internacional,Brasil,Brasília,http://flacso.org.br/?page_id=271,No,Sí,Si,No,1,0,0,0,0,1,0,"Educação Popular, Programa Comunidades de Pesquisa, Conhecimento Público e Democracia, Programa Docente – Mestrado Estado e Políticas Públicas,Programa Estudos e Políticas de Cultura e Diversidade, Programa Observatório Latino-americano de Políticas Educacionais – OLPEd e outros ",1,1,1,
Plataforma Brasil Compra & Cidadão Fiscaliza,4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Hacklab Serviços de Tecnologia LTDA.,Empresa privada (no incluye startup),Brasil,São Paulo,https://hacklab.com.br,No,Sí,No,No,1,1,1,1,1,1,1,,1,1,1,
Nuestro Desarrollo,1,Iniciativas de tecnología con fines de lucro,1,1,0,1,0,1,,Policéntrico,Empresa privada (startup),Colombia,Bogotá,www.policentrico.com,Sí,Sí,No,Si,1,1,0,0,0,1,0,Construcción de paz,1,1,0,
Plataforma de contralorìa social para la mejora de los servicios pùblicos municipales ,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,,CreaThink ,Organización civil sin fines de lucro,México,Morelia,www.creathink.mx,Sí,Sí,No,No,1,1,0,0,0,1,1,,0,0,1,
¡Paz en Construcción! ,2,Iniciativas ya existentes,1,1,0,1,0,0,,Fundación Mi Sangre,Organización civil sin fines de lucro,Colombia,Medellín,http://fundacionmisangre.org/,Sí,No,No,No,1,0,0,0,0,0,0,,1,1,0,
¡Paz en Construcción! ,2,Iniciativas ya existentes,1,1,0,1,0,0,,Movilizatorio,Empresa privada (startup),Colombia,Bogotá, https://www.movilizatorio.org/,No,Sí,Si,Si,1,1,0,0,0,1,0,,1,1,0,
Associação Todos por Um  (Tp1),3,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Associação Todos por Um (Tp1),Organización civil sin fines de lucro,Brasil,Londrina,tp1.com.br,Sí,No,No,No,1,0,0,0,0,0,0,,0,0,1,
Associação Todos por Um  (Tp1),3,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,MZ Tecnologia,Empresa privada (startup),Brasil,Londrina,mztecnologia.com.br,No,Sí,Si,No,1,1,0,1,0,1,0,,0,0,1,
Associação Todos por Um  (Tp1),3,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Geleia.Mob ,Empresa privada (startup),Brasil,Londrina,apps.geleiamob.com,No,Sí,No,No,1,1,0,0,1,1,0,,0,0,1,
Creación de repositorios institucionales en las universidades públicas venezolanas para democratizar el acceso a la información,1,Desarrollo de nuevas iniciativas,0,0,0,0,0,1,Creación de repositorios institucionales de acceso abierto para disminuir la brecha digital de acuerdo a la Agenda 2030 de los ODS,"Asociación Nacional de Directores de Bibliotecas, Redes y Servicios de Información del Sector Académico, Universitario y de Investigación (ANABISAI)",Organización civil sin fines de lucro,Venezuela,Caracas,anabisai.org.ve,Sí,Sí,No,No,0,1,0,1,0,1,0,,1,1,1,
Contratobook: Plataforma de Auditoria Ciudadana,2,Iniciativas ya existentes,1,1,1,0,0,1,,Ciudadan@s por la Transparencia A.C,Organización civil sin fines de lucro,México,"Cancún, Quintana Roo",http://www.ciudadanosporlatransparencia.org,Sí,No,No,No,1,1,0,0,1,0,0,,1,1,0,
Contratobook: Plataforma de Auditoria Ciudadana,2,Iniciativas ya existentes,1,1,1,0,0,1,,SpaceshipsLabs,Empresa privada (no incluye startup),México,Cancún,http://spaceshiplabs.com,No,Sí,No,No,1,1,0,0,1,0,1,,1,1,0,
Pedidos de Informação pública anônimos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,Pedidos anônimos de informação pública,Open Knowledge Brasil,Organización civil sin fines de lucro,Brasil,Sâo Paulo,http://br.okfn.org/,Sí,Sí,Si,Si,1,1,1,1,1,1,1,Realización de pedidos de información pública,0,0,1,
Pedidos de Informação pública anônimos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Open Knowledge Brasil,Organización civil sin fines de lucro,Brasil,São Paulo,https://br.okfn.org/,Sí,Sí,Si,Si,1,1,1,1,1,1,1,Realización de pedidos de información pública,0,0,1,
Plataforma IAB-SP,2,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,,Instituto de Arquitetos do Brasil - Departamento de São Paulo (IAB-SP),Organización civil sin fines de lucro,Brasil,São Paulo,www.iabsp.org.br,Sí,No,No,No,0,0,0,0,0,0,0,Participación ciudadana y monitoreo de servicios públicos por medio de consejos en organismos gubernamentales,1,0,0,
Plataforma IAB-SP,2,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,,Hacklab,Empresa privada (no incluye startup),Brasil,São Paulo,hacklab.com.br,No,Sí,No,No,1,1,1,0,1,1,1,,1,0,0,
Células Solares a partir de compostos reutilizados de pilhas não alcalinas,1,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,Sustentabilidade,Centro Universitário de Belo Horizonte,Universidad,Brasil,Belo Horizonte,,No,No,No,Si,1,1,0,1,1,1,0,,0,0,1,
"Mapa falante: tecnologia cívica para monitoramento participativo de informações sobre serviços, dados e vivências ",1,Iniciativas ya existentes,1,0,0,1,1,0,,CEDAPS - CENTRO DE PROMOÇÃO DA SAÚDE ,Organización civil sin fines de lucro,Brasil,RIO DE JANEIRO ,WWW.CEDAPS.ORG.BR ,Sí,No,No,No,1,0,0,0,0,1,0,,1,1,0,
La Vidriera del Emprendedor ,4,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,Fundación Ejercicio Ciudadano,Organización civil sin fines de lucro,Argentina,Rosario,www.ejerciciociudadano.org.ar,Sí,No,No,No,1,1,0,0,0,0,0,,0,0,1,
La Vidriera del Emprendedor ,4,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,"Municipalidad de Rosario, Secretaria de Economia social, Dirección General de Desarrollo de la Economía Social",Ente gubernamental,Argentina,Rosario,https://www.rosario.gov.ar/web/ciudad/economia-solidaria,No,No,No,No,0,0,0,0,0,0,0,"El área especifica no desarrolla, pero si a través de terceros que hacen la programación",0,0,1,
La Vidriera del Emprendedor ,4,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,OneEyeAnt,Empresa privada (startup),Argentina,Rosario,www.oneeyeant.com,No,Sí,No,No,1,0,0,0,0,0,0,"aplicaciones mobile para iOS y Android, desarrollo web y videojuegos para marcas como Cisco, Volkswagen, Coca-Cola y Samsung, entre otras. Además, posee experiencia publicando proyectos de su propiedad intelectual desarrollados por programadores, músicos y artistas locales.",0,0,1,
La Vidriera del Emprendedor ,4,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,De La Azotea,Empresa privada (startup),Argentina,Rosario, www.delaazotea.com,No,Sí,No,No,0,0,0,0,0,0,0,"experiencias digitales y puede trabajar desde el diseño hasta las estrategias de marketing online, pasando por el desarrollo de contenidos.",0,0,1,
Co-Creá tu Ciudad,1,Iniciativas de tecnología con fines de lucro,1,0,0,0,0,0,,Atlas Smart Cities,Empresa privada (startup),Argentina,Buenos Aires,www.smartcitiesatlas.com,Sí,No,No,No,1,1,1,0,0,1,1,,0,0,1,
"VIHsión Ciudadana - Tecnología, periodismo y experiencia en el sector para monitorear, analizar y comparar políticas públicas en VIH en Latinoamérica.",3,Iniciativas ya existentes,1,1,1,0,1,1,,Fundación Ciudadana Civio,Organización civil sin fines de lucro,Otro,Madrid,www.civio.es,No,Sí,No,No,1,1,0,1,1,0,0,"Combinando el periodismo y la tecnología tratamos temas como la contratación pública, los presupuestos públicos, los indultos, las relaciones público-privadas y los conflictos de interés. También llevamos a cabo acciones de incidencia política, completando así el círculo necesario para generar cambios positivos en nuestra democracia.",1,1,0,
"VIHsión Ciudadana - Tecnología, periodismo y experiencia en el sector para monitorear, analizar y comparar políticas públicas en VIH en Latinoamérica.",3,Iniciativas ya existentes,1,1,1,0,1,1,,Instituto Humanista de Cooperación para el Desarrollo - HIVOS,Organización civil sin fines de lucro,Guatemala,Guatemala,www.hivos.org.gt,Sí,Sí,Si,No,1,0,0,0,0,0,1,(App para pruebas de VIH y una App sobre Información de VIH para población en general),1,1,0,
"VIHsión Ciudadana - Tecnología, periodismo y experiencia en el sector para monitorear, analizar y comparar políticas públicas en VIH en Latinoamérica.",3,Iniciativas ya existentes,1,1,1,0,1,1,,"OjoPúblico - Asociación de Periodismo de Investigación Ojo Público OjoPúblico tiene personería jurídica como una asociación civil sin fines de lucro llamada Asociación de Periodismo de Investigación OjoPúblico, inscrita ante la Superintendencia Nacional de Registros Públicos (Sunarp) con la partida Nº 13279852. ",Organización civil sin fines de lucro,Perú,Lima, www.ojo-publico.com,No,Sí,No,No,1,1,1,0,1,1,1,,1,1,0,
Programa de Convivencias Digitales,2,Desarrollo de nuevas iniciativas,1,1,0,1,0,0,,Policéntrico,Empresa privada (startup),Colombia,Bogotá,www.policentrico.com,Sí,Sí,No,Si,1,1,0,0,0,1,0,Construcción de paz,0,0,1,
Programa de Convivencias Digitales,2,Desarrollo de nuevas iniciativas,1,1,0,1,0,0,,How to Build Up,Empresa privada (no incluye startup),Otro,Barcelona,http://howtobuildup.org,No,Sí,Si,No,1,1,0,0,1,1,0,Construcción de paz,0,0,1,
Experimento Social: Overhaul de la democracia a través de la tecnología ,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Asociación Centro Ciudadano de Estudios para una Sociedad Abierta -ACCESA ,Organización civil sin fines de lucro,Costa Rica,San José,actualmente fuera de línea debido a un ataque informático),Sí,Sí,No,No,1,1,1,0,0,1,1,,0,1,0,
Innovación cívica: plataforma tecnológica de gestión de servicios públicos para el Gobierno local ,1,Iniciativas ya existentes,1,1,0,1,1,1,,"Asociación Centro Ciudadano de Estudios para una Sociedad Abierta, ACCESA",Organización civil sin fines de lucro,Costa Rica,San José,www.accesa.org (actualmente fuera de línea debido a un ataque informático),Sí,Sí,No,No,1,1,1,0,0,0,1,,1,0,0,
Avisora,1,Iniciativas de tecnología con fines de lucro,1,1,1,1,1,0,,Avisora,Empresa privada (startup),México,Guadalajara,www.avisora.mx,Sí,Sí,No,Si,1,1,1,0,1,1,1,,1,0,0,
Asociación de Estudiantes de Escuela de Gobierno,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,AE EDG,Universidad,Guatemala,Guatemala ,http://edg.org.gt/,Sí,No,No,Si,1,1,1,1,1,1,1,,0,0,1,
unostres,1,Iniciativas de tecnología con fines de lucro,1,0,1,0,0,0,Uso de actividades lúdicas de contenido para recoger datos comunitarios,UNOSTRES,Empresa privada (startup),Ecuador,QUITO,www.unostres.com,Sí,No,Si,No,1,0,0,0,1,0,0,Periodismo digital,1,1,1,
LIBRE,3,Iniciativas ya existentes,0,0,0,0,0,0,Microfinanciamento de mídia independente,Fluxo,Empresa privada (startup),Brasil,Sao Paulo,www.fluxo.net,Sí,Sí,No,Si,0,0,0,0,1,0,0,"Redes de jornalismo independente, modelos de negócio experimentais para a imprensa",1,1,0,
LIBRE,3,Iniciativas ya existentes,0,0,0,0,0,0,,EOKOE SOLUÇÕES TECNOLÓGICAS LTDA - APPCIVICO,Empresa privada (startup),Brasil,Sao Paulo,https://www.eokoe.com,No,Sí,No,Si,1,1,1,0,0,0,1,,1,1,0,
LIBRE,3,Iniciativas ya existentes,0,0,0,0,0,0,,OPEN KNOWLEDGE FOUNDATION BRASIL,Organización civil sin fines de lucro,Brasil,Sao Paulo,https://br.okfn.org/,No,Sí,Si,No,1,1,1,0,1,1,1,,1,1,0,
Estamos Córdoba: aplicaciones para una administración relacional,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,1,,Asociación Civil para la Construcción de un Gobierno Abierto,Organización civil sin fines de lucro,Argentina,Córdoba,http://www.agaargentina.org/,No,No,No,No,1,0,0,0,0,0,1,,0,0,1,
"SIGA - Sistema de Indicadores, Informações Georeferenciadas e Ambientais do Litoral Norte do Estado do São Paulo",1,Iniciativas ya existentes,0,0,0,0,0,1,,Instituto Ilhabela Sustentável - IIS,Organización civil sin fines de lucro,Brasil,Ilhabela,www.iis.org.br,Sí,Sí,No,No,1,1,1,1,1,1,1,Educação Cidadã e Democracia Participativa,0,0,0,"O uso apenas de ferramentas livres e dados abertos, dando maior visibilidade e aplicabilidade aos aplicativos já existentes focando energia na customização dos mesmos sobre a programação/criação de novos: Monitorando a Cidade; Colab.re; Tableau Public; Google G-Suite, Google My Maps, Google Maps, Google Earth e QuantumGis; Mailchimp; Lumio."
Movialidad,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,Datos Abiertos,Rosario Mobile Apps,Empresa privada (startup),Argentina,Rosario,http://rosariomobileapps.com,Sí,Sí,No,No,1,1,1,0,0,0,1,Datos Abiertos,0,0,1,
Movialidad,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Dirección General de Informática de la Municipalidad de Rosario,Ente gubernamental,Argentina,Rosario,www.rosario.gob.ar,No,Sí,No,No,1,1,0,1,0,1,1,"Datos Abiertos, Sistemas de gestión interna de la organización, páginas web, trámites on-line, aplicación móvil de reclamos, aplicación móvil para labrado de actas, gestión de información geográfica, tableros de control",0,0,1,
tapamihueco,1,Desarrollo de nuevas iniciativas,1,0,1,1,0,0,,camaleon multimedia sas,Empresa privada (no incluye startup),Colombia,Bogota,www.camaleon.com.co,Sí,Sí,No,No,1,1,0,0,0,1,1,,0,0,1,
Red país. Una plataforma para articular el progreso social. ,3,Iniciativas ya existentes,1,1,0,1,1,1,,Fundación Villafranca y Zurcher para la educación de la juventud a través del turismo,Fundación empresaria,Costa Rica,San José,,Sí,No,No,No,1,0,0,0,0,1,0,"Gestión de alianzas público-privadas, Creación de organizaciones comunitarias, ",0,0,1,
Red país. Una plataforma para articular el progreso social. ,3,Iniciativas ya existentes,1,1,0,1,1,1,,Responsible Business Alliance (RBA),Empresa privada (no incluye startup),Costa Rica,San José,http://www.grupo-rba.com/,No,No,No,No,1,1,0,0,0,1,1,"Gestión de alianzas, procesos comunitarios, trabajo con gobiernos locales y gobierno central",0,0,1,
Red país. Una plataforma para articular el progreso social. ,3,Iniciativas ya existentes,1,1,0,1,1,1,,Estudio Manatí S.A.,Empresa privada (no incluye startup),Costa Rica,San Jose ,www.estudiomanati.com,No,Sí,No,No,1,1,1,0,1,1,0,,0,0,1,
Socialab PIA: Plataforma de Innovación Abierta,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,0,0,,Socialab Global,Empresa privada (startup),Chile,Santiago,www.socialab.com,Sí,Sí,Si,Si,1,0,0,0,0,1,0,"Innovación abierta, emprendimiento social",0,1,1,
Ciudadano Presente,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,"Educación Cívica, Estado Abierto, Liderazgo Social, Organización Comunitaria",Fundación Generación Sin Límite,Organización civil sin fines de lucro,Panamá,Panamá,www.generacionsinlimite.com,Sí,No,No,No,1,1,0,0,0,0,0,"Resultados electorales, trámites de servicios públicos",0,0,1,
Ciudadano Presente,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,MAGA Systems & Consulting,Empresa privada (no incluye startup),Panamá,Panamá,www.maga.biz,No,Sí,No,No,0,0,0,0,0,0,0,"Trámites de servicios públicos, aplicaciones para empresas privadas",0,0,1,
"Tu dinero, Tu gobierno",2,Iniciativas ya existentes,1,1,0,0,1,1,,Centro de Investigación Económica y Presupuestaria A.C.,Organización civil sin fines de lucro,México,Ciudad de México,www.ciep.mx,Sí,Sí,No,No,1,1,0,0,0,0,1,Simulador Fiscal CIEP,1,1,0,
"Tu dinero, Tu gobierno",2,Iniciativas ya existentes,1,1,0,0,1,1,,"Simetría, Centro de Innovación en Políticas Públicas A.C.",Organización civil sin fines de lucro,México,Ciudad de México,En construcción,No,Sí,No,No,1,1,1,0,0,0,0,,1,1,0,
Empurrando Juntos,1,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,,Instituto Cidade Democra´tica,Organización civil sin fines de lucro,Brasil,São Paulo,http://instituto.cidadedemocratica.org.br/,Sí,Sí,No,No,1,0,0,0,0,0,0,,0,0,1,
Cityflag ,1,Iniciativas de tecnología con fines de lucro,1,1,1,1,1,1,,Cityflag SAPI de CV,Empresa privada (startup),México,Ciudad de México,www.cityflag.co,Sí,Sí,Si,No,1,1,0,0,1,1,1,,1,0,0,
Iniciativa Funes: un metabuscador para identificar personas de perfil de riesgo en la política del Perú.,1,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,"Periodismo de investigación, Innovación tecnológica, Dataviz",OjoPúblico,Organización civil sin fines de lucro,Perú,Lima,Ojo-Publico.com,Sí,Sí,No,No,1,1,1,0,1,0,0,"Periodismo de investigación, Industrias Extractivas, Derechos Humanos, Corrupción, Desarrollo de robot para seguimiento del discurso político en Twitter, Visualización de datos masivos, etc",0,0,1,
ANÁLISIS DE CAMPAÑA PARA CANDIDATOS INDEPENDIENTES,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Gobierno Fácil ,Empresa privada (startup),México,Puebla,www.gobiernofacil.com,Sí,Sí,No,No,1,1,0,1,1,1,1,,0,0,1,
Desarrollos Territoriales Rurales Municipales Auto Sostenibles,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,"Municipalidad San José del Ídolo Suchitepéquez, Guatemala",Ente gubernamental,Guatemala,Guatemala,,Sí,No,No,No,1,1,1,1,1,1,1,,1,1,1,
